roman,target,freq,freq_lang,category,status,notes
aa,អា!,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aaharonakam,អាហរណកម្ម,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aahaphaab,អាហារផ្អាប់,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aahaphotkomnot,អាហារផុតកំណត់,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aaharakban,អាហារប័ណ្ណ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aaharatthan,អាហារដ្ឋាន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aahara,អាហារ,5214,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aahareakbendeakbat,អាហារបិណ្ឌបាត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aahareagavesakna,អាហារគវេសនា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aahareakkech,អាហារកិច្ច,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aahareakttibpeakttes,អាហារទិព្វទេស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aahareakvitttyea,អាហារវិទ្យា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aaharubbakkakraknek,អាហារូបករណិក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aaharubbakkakrakneka,អាហារូបករណិកា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aajiphum,អាជិភូមិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aajiseroas,អាជិសិរ័ស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aajisthan,អាជិស្ឋាន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aajiva,អាជីវៈ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aajiva,អាជីវ,44,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aajivabaresot,អាជីវបារិសុទ្ធិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aajivabaresottthisel,អាជីវបារិសុទ្ធិសីល,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aajivabbbakvut,អាជីវប្បវុត្តិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aajivabbrorpruet,អាជីវប្រព្រឹត្តិ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aajong,អាជង!,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aajongkngor,អាជងក្ង!,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakara,អាករ,20,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakakrakhaknik,អាករាខនិក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakakrakkhaknik,អាករខនិក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakakrakkhaknika,អាករខនិកា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakakrakkoub,អាករកូប,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakakraksthan,អាករស្ថាន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakakrakvit,អាករវិទ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakakrakvittu,អាករវិទូ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakaratthan,អាករដ្ឋាន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakaodakkam,អាកោដកម្ម,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakaodaksab,អាកោដសព្ទ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakaodakttoan,អាកោដទណ្ឌ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakaokhttih,អាកោខ្ទិះ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakaotnaot,អាកោត្នោត,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakarak,អាការៈ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakarakkeriya,អាការកិរិយា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakaraksonthan,អាការសណ្ឋាន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasa,អាកាសា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasa,អាកាស,893,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakbbakthek,អាកាសបថិក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakbot,អាកាសបថ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakbrorttes,អាកាសប្រទេស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakbrorttib,អាកាសប្រទីប,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakgeami,អាកាសគាមី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakgeamin,អាកាសគាមិន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakgeamini,អាកាសគាមិនី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakgonggea,អាកាសគង្គា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakjeakneakni,អាកាសជននី,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakjeakneaknin,អាកាសជននិន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakkakksa,អាកាសកក្សា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakkaksen,អាកាសកសិណ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakmeagea,អាកាសមាគ៌ា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakninneat,អាកាសនិន្នាទ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakpoatttheakla,អាកាសពទ្ធលក្ស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakpoatttheakla,អាកាសពទ្ធល័ក្ស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasaksai,អាកាសស័យន៍,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasaksakyana,អាកាសសយនា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasaksakyanak,អាកាសសយនៈ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasaksab,អាកាសសព្ទ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakttes,អាកាសទេស,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakttheatosas,អាកាសធាតុសាស្ត្រ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakttheatovitttyea,អាកាសធាតុវិទ្យា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakttib,អាកាសទីប,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakveha,អាកាសវេហាស៍,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakvitttyea,អាកាសវិទ្យា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakyean,អាកាសយាន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakyeaneakch,អាកាសយានចរណ៍,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakyeaneaksala,អាកាសយានសាលា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakyeaneakvichjea,អាកាសយានវិជ្ជា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakyeaneakvitttyea,អាកាសយានវិទ្យា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakyeanik,អាកាសយានិក,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakyeanika,អាកាសយានិកា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasakyeattra,អាកាសយាត្រា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasananhchayataknak,អាកាសានញ្ចាយតន,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasananhjeayataknak,អាកាសានញ្ចាយតនៈ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasao,អាកាសោ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakase,អាកាសេ,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasatthakkakttevada,អាកាសដ្ឋកទេវតា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
aakasya,អាកាស្យា,1,km,words,approved,candidate source=RAC Khmer Dictionary 2022 revision=525c0171894465cba920a9181387a032c11610d3; roman_source=suggestion
